,text,class
728,extra-virgin olive oil,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}]"
7100,extracts,"[{'id': 'AG.01', 'name': 'Food'}]"
9426,falafels,"[{'id': 'AG.01.h.02', 'name': 'Vegetables'}, {'id': 'AG.01.n.09', 'name': 'Prepared vegetables and dishes'}]"
9973,farfalle,"[{'id': 'AG.01', 'name': 'Food'}]"
10745,farfalle pasta,"[{'id': 'AG.01', 'name': 'Food'}]"
173,fat,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}]"
11745,fat-free mayonnaise,"[{'id': 'AG.01.d', 'name': 'Animals for food'}, {'id': 'AG.01.f', 'name': 'Fat/oil'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}, {'id': 'AG.01.n.01', 'name': 'Food by way of preparation'}]"
3614,fatback,"[{'id': 'AG.01.d.05', 'name': 'Pork'}]"
2306,feta,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}]"
585,feta cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
10983,fettuccini,"[{'id': 'AG.01', 'name': 'Food'}]"
5511,fig slices,"[{'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}, {'id': 'AG.01.t.08', 'name': 'Equipment for food preparation'}]"
5517,figs,"[{'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}]"
5202,filled cones,"[{'id': 'AG.01.n.14', 'name': 'Biscuit'}, {'id': 'AG.01.e', 'name': 'Dairy produce'}]"
7841,filled cupcakes,"[{'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}, {'id': 'AG.01.x.02', 'name': 'Appetite'}]"
410,filled mushroom caps,"[{'id': 'AG.01.h.02.h', 'name': 'Fungi'}]"
11152,filled pie,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}, {'id': 'AG.01.x.02', 'name': 'Appetite'}]"
9754,fillet,"[{'id': 'AG.01', 'name': 'Food'}]"
3623,fillets,"[{'id': 'AG.01.d', 'name': 'Animals for food'}]"
403,filling,"[{'id': 'AG.01', 'name': 'Food'}]"
6068,filling,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}]"
1554,fillings,"[{'id': 'AG.01', 'name': 'Food'}]"
6514,fine powder,"[{'id': 'AG.01', 'name': 'Food'}]"
5475,firm dough,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
7400,firm gelatin,"[{'id': 'AG.01', 'name': 'Food'}]"
1232,fish,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
11753,fish fillets,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
3622,fish flakes,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
457,fish sauce,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}, {'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
645,flat beer,"[{'id': 'AG.01.y', 'name': 'Drink'}, {'id': 'AG.01.y.01.b', 'name': 'Ale/beer'}]"
5213,flat crust,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}, {'id': 'AG.01.y', 'name': 'Drink'}]"
1132,flattened cakes,"[{'id': 'AG.01.n.13', 'name': 'Cake'}, {'id': 'AG.01.o', 'name': 'Animal food'}]"
9297,flavored syrup,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
2425,flavoring,"[{'id': 'AG.01', 'name': 'Food'}]"
5457,flavorings,"[{'id': 'AG.01', 'name': 'Food'}]"
3333,flax meal,"[{'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.r', 'name': 'Meal'}]"
2695,flax seed,"[{'id': 'AF.10.i', 'name': 'Seed'}]"
633,flax seed meal,"[{'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.r', 'name': 'Meal'}]"
3709,flax seeds,"[{'id': 'AF.10.i', 'name': 'Seed'}]"
4230,flaxseed meal,"[{'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.r', 'name': 'Meal'}]"
3228,flaxseed milk,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}]"
8901,flaxseed oil,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}]"
1895,flesh,"[{'id': 'AE.07', 'name': 'Animal body'}]"
5371,flour,"[{'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.k', 'name': 'Flour'}]"
139,flour,"[{'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.k', 'name': 'Flour'}]"
11616,flour coated chicken breast,"[{'id': 'AG.01.d.02', 'name': 'Part/joint of animal'}, {'id': 'AG.01.d.06', 'name': 'Fowls'}, {'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.k', 'name': 'Flour'}]"
1069,flour mixture,"[{'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.k', 'name': 'Flour'}]"
10273,flour tortilla,"[{'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.k', 'name': 'Flour'}, {'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.12', 'name': 'Pancake/tortilla/oatcake'}]"
489,flour-butter mixture,"[{'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.k', 'name': 'Flour'}, {'id': 'AG.01.e.01', 'name': 'Butter'}]"
165,floured balls,"[{'id': 'AG.01', 'name': 'Food'}]"
6928,flours,"[{'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.k', 'name': 'Flour'}]"
5624,flower petals,"[{'id': 'AF.03', 'name': 'Valued plants and weeds'}, {'id': 'AF.10.g', 'name': 'Flower/part containing reproductive organs'}]"
5608,flowers,"[{'id': 'AF.03', 'name': 'Valued plants and weeds'}, {'id': 'AF.10.g', 'name': 'Flower/part containing reproductive organs'}]"
3254,foam,"[{'id': 'AE.07', 'name': 'Animal body'}]"
7017,foamy mixture,"[{'id': 'AG.01', 'name': 'Food'}]"
11914,focaccia,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
11908,focaccia bread,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
10804,fontina cheeses,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
10693,food,"[{'id': 'AG.01', 'name': 'Food'}]"
6812,food coloring,"[{'id': 'AG.01', 'name': 'Food'}]"
8714,frangelico,"[{'id': 'AG.01.y.01', 'name': 'Intoxicating liquor'}]"
1726,frankfurters,"[{'id': 'AG.01.n.05', 'name': 'Sausage'}]"
2779,french onion dip,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
3961,french toast,"[{'id': 'AG.01.ak', 'name': 'Drinking'}, {'id': 'AG.01.n.11', 'name': 'Bread'}]"
3107,french toast,"[{'id': 'AG.01.ak', 'name': 'Drinking'}, {'id': 'AG.01.n.11', 'name': 'Bread'}]"
11630,fresh basil,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.z', 'name': 'Water'}]"
6426,fresh berries,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.h.01.b', 'name': 'Berry'}, {'id': 'AG.01.z', 'name': 'Water'}]"
5930,fresh cherries,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}, {'id': 'AG.01.z', 'name': 'Water'}]"
1713,fresh chives,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}, {'id': 'AG.01.z', 'name': 'Water'}]"
3548,fresh cilantro,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.z', 'name': 'Water'}]"
8348,fresh cranberries,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.h.01.b', 'name': 'Berry'}, {'id': 'AG.01.z', 'name': 'Water'}]"
8065,fresh ice cubes,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.z', 'name': 'Water'}]"
10829,fresh lemon juice,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.h.01.a', 'name': 'Citrus fruit'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.z', 'name': 'Water'}]"
8180,fresh mint,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.h.02.i', 'name': 'Herb'}, {'id': 'AG.01.z', 'name': 'Water'}]"
12427,fresh parsley,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.h.02.i', 'name': 'Herb'}]"
45,fresh rosemary,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.z', 'name': 'Water'}]"
6425,fresh strawberries,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.h.01.b', 'name': 'Berry'}, {'id': 'AG.01.z', 'name': 'Water'}]"
1399,fresh water,"[{'id': 'AG.01.z', 'name': 'Water'}]"
2586,freshly grated ginger root,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}]"
2164,freshly ground black pepper,"[{'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}, {'id': 'AG.01.l.03', 'name': 'Spice'}]"
12215,fried chicken,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
9923,fried chicken pieces,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}, {'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
5539,fried gulab,"[{'id': 'AG.01.t.07', 'name': 'Cooking'}]"
12007,fried rice,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
12117,fried steak,"[{'id': 'AG.01.d', 'name': 'Animals for food'}, {'id': 'AG.01.d.07', 'name': 'Seafood'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
506,fried tortillas,"[{'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.12', 'name': 'Pancake/tortilla/oatcake'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
3681,frittata,"[{'id': 'AG.01', 'name': 'Food'}]"
1743,fritter,"[{'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}, {'id': 'AG.01.n.12', 'name': 'Pancake/tortilla/oatcake'}]"
5014,frosting,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
5145,frosting,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
9337,frozen banana,"[{'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
9226,frozen berries,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
9271,frozen blueberries,"[{'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
3957,frozen butter,"[{'id': 'AG.01.e.01', 'name': 'Butter'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
8123,frozen coffee cubes,"[{'id': 'AG.01.ad', 'name': 'Coffee'}, {'id': 'AG.01.ag', 'name': 'Coffee manufacture'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
8936,frozen fruit,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
8659,frozen lemonade,"[{'id': 'AG.01.aa', 'name': 'Aerated/carbonated drink'}, {'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
9148,frozen melon,"[{'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
8662,frozen mixture,"[{'id': 'AG.01', 'name': 'Food'}]"
8660,frozen orange juice,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h.01.a', 'name': 'Citrus fruit'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
9272,frozen peach slices,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}, {'id': 'AG.01.t.08', 'name': 'Equipment for food preparation'}]"
12308,frozen peas,"[{'id': 'AG.01.h.02.g', 'name': 'Pulse'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
8631,frozen slush,"[{'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
8154,frozen strawberries,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
5670,frozen tarts,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
8984,frozen watermelon cubes,"[{'id': 'AG.01.z', 'name': 'Water'}, {'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
3108,fruit,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}]"
5311,fruit cocktail,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}, {'id': 'AG.01.y.01.g', 'name': 'Cocktail'}]"
5341,fruit juice,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
8075,fruit punch,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}]"
5237,ganache,"[{'id': 'AG.01', 'name': 'Food'}]"
3494,garam masala,"[{'id': 'AG.01.l.03', 'name': 'Spice'}, {'id': 'AG.01.n.01', 'name': 'Food by way of preparation'}]"
35,garbanzo beans,"[{'id': 'AG.01.h.02.g', 'name': 'Pulse'}]"
20,garlic,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
409,garlic butter,"[{'id': 'AG.01.e.01', 'name': 'Butter'}, {'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
1642,garlic cloves,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}, {'id': 'AG.01.l.03', 'name': 'Spice'}]"
9816,garlic mayonnaise,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}, {'id': 'AG.01.n.01', 'name': 'Food by way of preparation'}]"
24,garlic mixture,"[{'id': 'AG.01.af', 'name': 'Tea manufacture'}, {'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
11195,garlic oil,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}, {'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
10665,garlic pepper,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}, {'id': 'AG.01.l.03', 'name': 'Spice'}, {'id': 'AG.01.w', 'name': 'Setting table'}]"
10240,garlic pepper seasoning,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}, {'id': 'AG.01.l', 'name': 'Additive'}, {'id': 'AG.01.l.03', 'name': 'Spice'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}, {'id': 'AG.01.w', 'name': 'Setting table'}]"
179,garlic powder,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
154,garlic salt,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}, {'id': 'AG.01.l.01', 'name': 'Salt'}, {'id': 'AG.01.w', 'name': 'Setting table'}]"
4877,garnish,"[{'id': 'AG.01.l', 'name': 'Additive'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
5303,gelatin,"[{'id': 'AG.01', 'name': 'Food'}]"
5749,gelatin mixture,"[{'id': 'AG.01', 'name': 'Food'}]"
2872,ghee,"[{'id': 'AG.01', 'name': 'Food'}]"
10073,giblets,"[{'id': 'AG.01.d.02', 'name': 'Part/joint of animal'}]"
8069,gin,"[{'id': 'AG.01.y.01.f', 'name': 'Gin'}]"
289,ginger,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
8215,ginger ale,"[{'id': 'AG.01', 'name': 'Food'}]"
8943,ginger root,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}]"
7550,gingerbread cookies,"[{'id': 'AG.01.n.13', 'name': 'Cake'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
4902,glaze,"[{'id': 'AG.01', 'name': 'Food'}]"
6750,glaze mix,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}]"
6759,glaze mix,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}]"
9179,glogg,"[{'id': 'AG.01.y.01.a', 'name': 'Wine'}]"
3505,gluten-free flour,"[{'id': 'AG.01.k', 'name': 'Flour'}, {'id': 'AG.01.j', 'name': 'Meal'}]"
400,goat cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
887,goat cheese piece,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
5981,goji berries,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}]"
12352,gorgonzola cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
12369,gorgonzola sauce,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}, {'id': 'AG.01.h', 'name': 'Fruit and vegetables'}]"
4405,gouda cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
5484,graham cracker crumbs,"[{'id': 'AG.01.k', 'name': 'Flour'}, {'id': 'AG.01.n.11', 'name': 'Bread'}]"
6121,graham cracker crust,"[{'id': 'AG.01.k', 'name': 'Flour'}, {'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.15', 'name': 'Pastry'}]"
7120,graham cracker crusts,"[{'id': 'AG.01.k', 'name': 'Flour'}, {'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.15', 'name': 'Pastry'}]"
5223,graham crackers,"[{'id': 'AG.01.k', 'name': 'Flour'}]"
5777,granny smith apples,"[{'id': 'AG.01.h.01.c', 'name': 'Apple'}]"
2795,granola,"[{'id': 'AG.01.n.10', 'name': 'Grain dishes'}]"
5947,granular sweetener,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
7491,granulated sugar,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
1933,grape jelly,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}, {'id': 'AG.01.n.04', 'name': 'Jelly'}]"
8474,grape juice,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h.01.b', 'name': 'Berry'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
2027,grape leaves,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}]"
95,grape leaves,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}, {'id': 'AF.10.e', 'name': 'Leaf'}]"
4056,grapefruit juice,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h.01.a', 'name': 'Citrus fruit'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
2693,grapes,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}]"
4425,grapeseed oil,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}]"
7254,grated carrots,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}]"
2375,grated cheddar,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
516,grated cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
2941,grated orange zest,"[{'id': 'AG.01.l', 'name': 'Additive'}]"
11286,grated parmesan cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
8118,grated watermelon,"[{'id': 'AG.01.z', 'name': 'Water'}]"
6228,grated zucchini,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}]"
10517,gravy,"[{'id': 'AG.01.l', 'name': 'Additive'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
1266,grease,"[{'id': 'AG.01', 'name': 'Food'}]"
10303,green bean mixture,"[{'id': 'AF.20.f', 'name': 'Pulses/plants producing pulses'}]"
135,green beans,"[{'id': 'AF.20.f', 'name': 'Pulses/plants producing pulses'}]"
136,green bell pepper,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
832,green bell peppers,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
5881,green cherries,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}]"
654,green chile peppers,"[{'id': 'AG.01.l.03', 'name': 'Spice'}, {'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}]"
1498,green chiles,"[{'id': 'AG.01', 'name': 'Food'}]"
1080,green chilies,"[{'id': 'AG.01', 'name': 'Food'}]"
6814,green filling,"[{'id': 'AG.01', 'name': 'Food'}]"
5476,green food coloring,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.o', 'name': 'Animal food'}]"
846,green olives,"[{'id': 'AG.01.h.01.e', 'name': 'Fruit containing stone'}]"
531,green onion,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
2397,green onion mixture,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
134,green onions,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
1114,green pepper,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}, {'id': 'AG.01.l.03', 'name': 'Spice'}]"
4268,green peppers,"[{'id': 'AG.01.l.03', 'name': 'Spice'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
8052,green tea,"[{'id': 'AG.01.ac', 'name': 'Tea'}, {'id': 'AG.01.af', 'name': 'Tea manufacture'}, {'id': 'AG.01.r', 'name': 'Meal'}]"
8878,green tea powder,"[{'id': 'AG.01.ac', 'name': 'Tea'}, {'id': 'AG.01.af', 'name': 'Tea manufacture'}, {'id': 'AG.01.r', 'name': 'Meal'}]"
8169,grenadine,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
12444,grill,"[{'id': 'AG.01', 'name': 'Food'}]"
12679,grilled bread,"[{'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
1620,grilled chicken wings,"[{'id': 'AG.01.t.07', 'name': 'Cooking'}, {'id': 'AG.01.d.06', 'name': 'Fowls'}]"
9479,grilled sandwiches,"[{'id': 'AG.01.t.07', 'name': 'Cooking'}, {'id': 'AG.01.n.11', 'name': 'Bread'}]"
168,ground beef,"[{'id': 'AG.01.d.03', 'name': 'Beef'}]"
1762,ground beef chuck,"[{'id': 'AG.01.d.03', 'name': 'Beef'}]"
9876,ground beef mixture,"[{'id': 'AG.01.d.03', 'name': 'Beef'}]"
12657,ground beef patties,"[{'id': 'AG.01.d.03', 'name': 'Beef'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}, {'id': 'AG.01.n.15', 'name': 'Pastry'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
1046,ground black pepper,"[{'id': 'AG.01', 'name': 'Food'}]"
10154,ground chipotle pepper,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
7557,ground cinnamon,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
9953,ground cloves,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
9103,ground coffee,"[{'id': 'AG.01.ad', 'name': 'Coffee'}, {'id': 'AG.01.ag', 'name': 'Coffee manufacture'}]"
1939,ground coriander,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
49,ground cumin,"[{'id': 'AG.01', 'name': 'Food'}]"
722,ground flax seed,"[{'id': 'AF.10.i', 'name': 'Seed'}, {'id': 'AF.24', 'name': 'Yielding fibre/thatching/basket material'}]"
4413,ground flax seeds,"[{'id': 'AF.10.i', 'name': 'Seed'}, {'id': 'AF.24', 'name': 'Yielding fibre/thatching/basket material'}]"
78,ground lamb,"[{'id': 'AG.01.d.04', 'name': 'Mutton'}]"
12502,ground meat,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.d', 'name': 'Animals for food'}]"
7355,ground pecans,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
10491,ground pork,"[{'id': 'AG.01.d.05', 'name': 'Pork'}]"
10021,ground turkey,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}]"
5365,ground walnuts,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
4013,gruyere,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
2245,guacamole,"[{'id': 'AG.01', 'name': 'Food'}]"
5537,gulab,"[{'id': 'AG.01', 'name': 'Food'}]"
5536,gulab balls,"[{'id': 'AG.01', 'name': 'Food'}]"
5531,gulab dough,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
8234,gummy snakes,"[{'id': 'AE.11', 'name': 'Class Amphibia (amphibians)'}, {'id': 'AE.12.d.01', 'name': 'Suborder Lacertilia (lizards)'}, {'id': 'AE.12.d.02', 'name': 'Suborder Ophidia (snakes)'}]"
1621,habanero pepper,"[{'id': 'AG.01.l.03', 'name': 'Spice'}]"
10959,halibut fillets,"[{'id': 'AG.01.d.07', 'name': 'Seafood'}]"
8877,halved banana,"[{'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}]"
2321,ham,"[{'id': 'AG.01.d.02', 'name': 'Part/joint of animal'}]"
2335,ham mixture,"[{'id': 'AG.01.d.02', 'name': 'Part/joint of animal'}]"
2061,hamburger,"[{'id': 'AG.01.n.05', 'name': 'Sausage'}, {'id': 'AG.01.n.06', 'name': 'Meat dishes'}]"
12193,hamburger buns,"[{'id': 'AG.01.n.05', 'name': 'Sausage'}, {'id': 'AG.01.n.06', 'name': 'Meat dishes'}, {'id': 'AG.01.n.13', 'name': 'Cake'}]"
10030,hamburgers,"[{'id': 'AG.01.n.05', 'name': 'Sausage'}, {'id': 'AG.01.n.06', 'name': 'Meat dishes'}]"
3598,hard bread,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
